IdBibliografia,Autore,Titolo,ISBN,new_authors,new_identifier
472,Cavazza F.,Il castello di San Martino in Soverzano e i suoi antichi signori,,['Francesco Cavazza'],"[{'type': 'OTHER', 'identifier': 'OCLC:868832472'}]"
473,Cencetti G.,Le carte bolognesi del secolo X,,['Giorgio Cencetti'],"[{'type': 'OTHER', 'identifier': 'OCLC:269889398'}]"
474,Cerri L.,Il castello di Casasco e il palazzo del Comune,,['Cristoforo Poggiali'],"[{'type': 'OTHER', 'identifier': 'CHI:20517640'}]"
475,Cerri L.,Il castello di Montechiaro,,['Calogero Carità'],"[{'type': 'OTHER', 'identifier': 'OCLC:886926256'}]"
476,Cerri L.,La cittadella viscontea,,['Emilio Nasalli Rocca di Corneliano'],"[{'type': 'OTHER', 'identifier': 'OCLC:794288174'}]"
477,Chini L.,Storia del Mugello,,['Lino Chini'],"[{'type': 'OTHER', 'identifier': 'UCAL:$B515494'}]"
478,Chittolini G.,La signoria degli Anguissola su Riva Grazzano e Montesanto fra Trecento e Quattrocento,,['Sandro Carocci'],"[{'type': 'ISBN_13', 'identifier': '9791221501865'}]"
479,Clementini C.,Raccolto istorico della fondazione di Rimino e vite de' Malatesti,,['Cesare Clementini'],"[{'type': 'OTHER', 'identifier': 'IBNR:CR000651765'}]"
480,Clementini C.,Raccolto istorico della fondazione di Rimino e dell'origine e vite de' Malatesti,,['Cesare Clementini'],"[{'type': 'OTHER', 'identifier': 'IBNR:CR000651765'}]"
481,Cortini G. F.,Storia di Castel del Rio dalle origini all'anno 1932,,['Giuseppe Fortunato Cortini'],"[{'type': 'OTHER', 'identifier': 'OCLC:955397425'}]"
482,Cremonini P.,L'area suburbana di San Giovanni in Persiceto con i settori a frutteti e orti: Persiceta?,8849113978,,
483,"Dagli Alberi D., Pederzani G.",Il castello di Felino,,,"[{'type': 'OTHER', 'identifier': 'OCLC:955740698'}]"
484,,Memorie del castello e del Comune di Osta,,['Antonio Ricci'],"[{'type': 'OTHER', 'identifier': 'PRNC:32101068179355'}]"
485,Dall'Acqua M.,La rocca di Fontanellato,,,"[{'type': 'OTHER', 'identifier': 'OCLC:955740581'}]"
486,Dal Verme G.,Compendio della storia di Piacenza diviso in due parti. I,,['Giuseppe Dal Verme'],"[{'type': 'OTHER', 'identifier': 'OCLC:80001374'}]"
487,Dal Verme G.,Compendio della storia di Piacenza diviso in due parti. II,,,"[{'type': 'OTHER', 'identifier': 'IBNR:CR000716725'}]"
488,Delucca O.,Savignano fra XI e XV secolo,,['Enrico Angiolini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015060583021'}]"
489,Denti N.,Fidenza dalle origini ai nostri giorni,,"['Amos Aimi', 'Aldo Copelli']","[{'type': 'OTHER', 'identifier': 'LCCN:84179357'}]"
490,Di Gropello G.,Il castello di Cereto Landi,,,"[{'type': 'ISBN_13', 'identifier': '9788878144330'}, {'type': 'ISBN_10', 'identifier': '8878144339'}]"
491,Diversi O.,Il territorio di Castelbolognese: raccolta di notizie e cronaca,,"['Mario Fanti', 'Deanna Lenzi']","[{'type': 'OTHER', 'identifier': 'UOM:39015038524008'}]"
492,Dodi L.,Il Torrione del Duca a Castell'Arquato,,['Giorgio Eremo'],"[{'type': 'OTHER', 'identifier': 'UOM:39015041551105'}]"
493,Domeniconi A.,Documenti relativi alla ricostruzione della rocca di Cesena dopo la fine della signoria malatestiana,,['Antonio Domeniconi'],"[{'type': 'OTHER', 'identifier': 'OCLC:1006176412'}]"
494,Bontempi A.,Rubbiano nei secoli,,['Corrado Ferretti'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105032851946'}]"
495,Donati L.,L'area solarolese dal X al XIV secolo,,['Enrica Zambelli'],"[{'type': 'OTHER', 'identifier': 'UOM:39015049674958'}]"
496,Dotti Messori G.,"Spezzano, una comunità, un castello",,['Gianna Dotti Messori'],"[{'type': 'OTHER', 'identifier': 'OCLC:955516506'}]"
497,Ercolani L.,"Vocabolario romagnolo-italiano, italiano-romagnolo",8875672377,['Libero Ercolani'],"[{'type': 'OTHER', 'identifier': 'UVA:X000509551'}]"
498,Eremo G.,Rocca d?Olgisio... Castrum et Villam Olzisii,,,
499,Esposito R.,Forme di Governo a Castel Guelfo in età medievale,8883420411,['Castel Guelfo di Bologna (Italy)'],"[{'type': 'ISBN_10', 'identifier': '8883420411'}, {'type': 'ISBN_13', 'identifier': '9788883420412'}]"
500,Rulli E.,Il castello di Compiano,,,"[{'type': 'OTHER', 'identifier': 'OCLC:955740601'}]"
501,Evangelisti G.,Castel d'Aiano e le sue frazioni: Roffeno e Casigno nella storia,,['Gino Evangelisti'],"[{'type': 'OTHER', 'identifier': 'OCLC:165601695'}]"
502,Evangelisti G.,L'antico castello di Roffeno nella sua problematica storica,,,"[{'type': 'OTHER', 'identifier': 'NWU:35556020633087'}]"
503,Fabretti A.,"L'architetto Giovan Battista Aleotti, regista dei Pio",,"['Ferdinando Taddei', 'Alessandra Chiarelli', 'Accademia di scienze, lettere e arti (Modena, Italy)']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105121439157'}]"
504,Fanti M.,La storia di Minerbio,,['Camillo Zamboni'],"[{'type': 'OTHER', 'identifier': 'HARVARD:HNPVNM'}]"
505,Fantaguzzi G.,"""Caos"". Cronache Cesenati del sec. XV",,['Giuliano Fantaguzzi'],"[{'type': 'OTHER', 'identifier': 'OCLC:886366678'}]"
506,Fantini R.,Il Petrarca a Guardasone,,,"[{'type': 'OTHER', 'identifier': 'UCAL:B3058015'}]"
507,Samoggia L.,"Lo sviluppo urbanistico, il patrimonio architettonico e artistico",8883420411,['Castel Guelfo di Bologna (Italy)'],"[{'type': 'ISBN_10', 'identifier': '8883420411'}, {'type': 'ISBN_13', 'identifier': '9788883420412'}]"
508,Santini G.,Il castello di Formigine nell'ambito del sistema difensivo modenese,,['Pierpaolo Bonacini'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105024363157'}]"
509,Santucci F.,Cesenatico. Da porto di Cesena a Comune,,['Francesco Santucci'],"[{'type': 'OTHER', 'identifier': 'OCLC:797443523'}]"
510,Summer L.,La rocca di Borgonovo nel quadro evolutivo delle fortificazioni,,['Giuseppe Adani'],"[{'type': 'OTHER', 'identifier': 'UVA:X001731775'}]"
511,"Tamburini A., Cani N.",Lugo: archeologia di una città e di un territorio,,"['Anna Tamburini', 'Norino Cani']","[{'type': 'OTHER', 'identifier': 'LCCN:92141414'}]"
512,Grisenti F.,"Berceto, una finestra aperta sul passato",,['Franco Grisenti'],"[{'type': 'OTHER', 'identifier': 'OCLC:956172407'}]"
513,Grossi L.,Scoperte archeologiche nelle memorie scritte e a stampa nei secoli XVIII-XIX,,,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105040754926'}]"
514,Guerra E.,Basilicanova nella storia civile e religiosa,,['Egidio Guerra'],"[{'type': 'OTHER', 'identifier': 'OCLC:956250004'}]"
515,Guerrieri D.,Scoprire e vivere 19 castelli del Ducato di Parma e Piacenza,,"['Giancarlo Bertuzzi', 'Nicoletta Perazzoli', 'Renzo Marchionni']","[{'type': 'OTHER', 'identifier': 'OCLC:930406825'}]"
516,Guerrini G.,La scultura nel Duecento e nel Trecento,,['Touring club italiano'],"[{'type': 'OTHER', 'identifier': 'UOM:39015015848313'}]"
517,Guidicini G.,Miscellanea Storico-Patria Bolognese tratta dai manoscritti di Giuseppe Guidicini,,['Giuseppe Guidicini'],"[{'type': 'OTHER', 'identifier': 'CORNELL:31924028368276'}]"
518,Schenoni Visconti G.,Appunti e note su fortificazioni in val Taro e val Ceno,,,"[{'type': 'ISBN_13', 'identifier': '9788878143821'}, {'type': 'ISBN_10', 'identifier': '8878143820'}]"
519,Schenoni Visconti G.,Fortilizi minori e sconosciuti dell'alto Taro e Ceno,,"[""Biblioteca di archeologia e storia dell'arte (Rome, Italy)""]","[{'type': 'OTHER', 'identifier': 'PSU:000005187904'}]"
520,,Il Castiglionese dei Pepoli: forme naturali e storiche della montagna,,['Paolo Guidotti'],"[{'type': 'ISBN_10', 'identifier': '8849111754'}, {'type': 'ISBN_13', 'identifier': '9788849111750'}]"
521,Guidotti P.,La politica feudale di Bologna e Firenze nel sec.XIII: la fortezza di frontiera di Scaricalasino,,"['Barbara Innocenti', 'Marco Lombardi', 'Josiane Tourres']","[{'type': 'ISBN_13', 'identifier': '9788855182157'}, {'type': 'ISBN_10', 'identifier': '8855182153'}]"
522,Gurreri G. V.,Il castello e la torre di S. Giorgio,,['Paolo Peduto'],"[{'type': 'ISBN_13', 'identifier': '9788878144590'}, {'type': 'ISBN_10', 'identifier': '8878144592'}]"
523,Hubert H. W.,Der Palazzo Comunale von Bologna. Vom Palazzo della Biada zum Palazzo Apostolico,,['Hans W. Hubert'],"[{'type': 'OTHER', 'identifier': 'UVA:X002531354'}]"
524,Affò I.,Storia della città di Parma. II,,['Ireneo Affò'],"[{'type': 'OTHER', 'identifier': 'NKP:1002394677'}]"
525,Affò I.,Storia della città di Parma. III,,['Angelo Pezzana'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB10052287'}]"
526,Lapini A.,Diario fiorentino,,['Luca Landucci'],"[{'type': 'OTHER', 'identifier': 'OXFORD:N10730155'}]"
527,Lazzari T.,"Il ""Libro Rosso"" del comune di Imola",,"[""Deputazione di storia patria per l'Emilia e la Romagna""]","[{'type': 'OTHER', 'identifier': 'STANFORD:36105013720458'}]"
528,"Librenti M., Zanarini M.",Strutture materiali e forme insediative nel territorio bolognese in età medievale,,,"[{'type': 'ISBN_13', 'identifier': '9788878144354'}, {'type': 'ISBN_10', 'identifier': '8878144355'}]"
529,"Librenti M., Zanarini M.",Archeologia e storia di un borgo nuovo bolognese: Castelfranco Emilia (MO),,['Diana Neri'],"[{'type': 'ISBN_13', 'identifier': '9788878142749'}, {'type': 'ISBN_10', 'identifier': '8878142743'}]"
530,Lega A.,Fortilizi in Val di Lamone: una gita per la valle del Lamone,,['Achille Lega (géographe.)'],"[{'type': 'OTHER', 'identifier': 'OCLC:463706029'}]"
531,Litta G.,Alidosio di Imola: Ludovisi di Bologna,,['Andrea Ferri'],"[{'type': 'OTHER', 'identifier': 'WISC:89056093289'}]"
532,Majoli U.,I podestà veneti a Ravenna. Giovanni Falier e Luigi Rava,,,"[{'type': 'OTHER', 'identifier': 'IBNR:CR300091480'}]"
533,Marazzani Visconti Terzi L.,I castelli del piacentino,,['Lodovico Marazzani'],"[{'type': 'OTHER', 'identifier': 'IBSC:SC400018971'}]"
534,Margarini C.,Bullarium casinense seu constitutiones summorum,,,"[{'type': 'OTHER', 'identifier': 'OCLC:603592355'}]"
535,Mariani E.,Storia di Roncofreddo,,['Emidio Mariani'],"[{'type': 'ISBN_10', 'identifier': '8885124763'}, {'type': 'ISBN_13', 'identifier': '9788885124769'}]"
536,Marinelli L.,Castelli romagnoli scomparsi,,"[""Deputazione di storia patria per l'Emilia e la Romagna""]","[{'type': 'OTHER', 'identifier': 'STANFORD:36105013720458'}]"
537,Marinelli L.,La fortezza alla porta di Galliera,,['Lodovico Marinelli'],"[{'type': 'OTHER', 'identifier': 'OCLC:964307264'}]"
538,Martelli M.,Fabriago di Lugo di Romagna in tredici secoli di storia. VIII-XX,,['Mino Martelli'],"[{'type': 'OTHER', 'identifier': 'OCLC:641470468'}]"
539,Martelli M.,"I dodici secoli di Bagnara di Romagna: secc. IX-XX: un aspetto di vita romagnola nella preistoria, nella storia, nella cronaca",,['Mino Martelli'],"[{'type': 'OTHER', 'identifier': 'LCCN:73300309'}]"
540,Martinetti Cardoni G.,Pineta e territorio di Ravenna,,['Gasparo Martinetti Cardoni'],"[{'type': 'OTHER', 'identifier': 'IBNF:CF990968535'}]"
541,Masetti Zannini G. L.,Verucchio nel Cinquecento,,['Gian Ludovico Masetti Zannini'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105040678307'}]"
543,Matarelli V.,"Dell'antichità, della foce, e porto di Primaro, e del terreno à mano destra di esso, che costituisce",,['Vitale MATARELLI'],"[{'type': 'OTHER', 'identifier': 'BL:A0020158305'}]"
544,Ascari T.,Notizie storiche della rocca di Formigine,,['Tiziano Ascari'],"[{'type': 'OTHER', 'identifier': 'OCLC:888819380'}]"
545,,Memorie storiche della antica e illustre famiglia alidosia,,['Pietro Paolo Ginanni'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z197967601'}]"
546,Baldisserri L.,I castelli di Cunio e Barbiano: contributo alla storia di Romagna,,['Luigi Baldisserri'],"[{'type': 'OTHER', 'identifier': 'OCLC:799983181'}]"
547,Baldisserri L.,Il castello di Dozza,,,"[{'type': 'OTHER', 'identifier': 'OCLC:886380009'}]"
548,Baldisserri L.,La rocca di Bubano,,['conte Pier Desiderio Pasolini'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z153172002'}]"
549,Baldisserri L.,Le antiche pievi della chiesa imolese,,,"[{'type': 'OTHER', 'identifier': 'NYPL:33433049262888'}]"
550,Baldisserri L.,Storia d' Imola e vallata del Santerno,,['Antonio Ivan Pini'],"[{'type': 'OTHER', 'identifier': 'UOM:39015028193863'}]"
551,Balduzzi L.,Bagnacavallo e Giovanni Hawkwood,,['Deputazione di storia patria per le province di Romagna'],"[{'type': 'OTHER', 'identifier': 'UCAL:B5387643'}]"
552,Balduzzi L.,Bagnacavallo e i conti di Cunio,,['Luigi Balduzzi'],"[{'type': 'OTHER', 'identifier': 'OCLC:643942322'}]"
553,Balduzzi L.,Bagnacavallo e i Manfredi,,['Luigi Balduzzi'],"[{'type': 'OTHER', 'identifier': 'OCLC:1403785404'}]"
554,Balduzzi L.,Bagnacavallo e i Polentani,,['Deputazione di storia patria per le province di Romagna'],"[{'type': 'OTHER', 'identifier': 'UCAL:B5387642'}]"
555,Balduzzi L.,Bagnacavallo e il governo dei Bolognesi,,,"[{'type': 'OTHER', 'identifier': 'PRNC:32101075224798'}]"
556,Balduzzi L.,Bagnacavallo e l'ultima signoria degli Estensi: 1440-1598,,"['Luigi Balduzzi', 'Regia Deputazione di storia patria per le provincie di Romagna']","[{'type': 'OTHER', 'identifier': 'OCLC:643399908'}]"
557,Balduzzi L.,Dei conti Malabocca o Malvicini signori di Bagnacavallo,,['Luigi Balduzzi'],"[{'type': 'OTHER', 'identifier': 'OCLC:886312931'}]"
558,Balduzzi L.,Il cardinale Bertrando del Poggetto e Bagnacavallo,,"['Deputazione di storia patria per le provincie di Romagna, Bologna']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105121190198'}]"
559,Ballerin B.,Indagine sui ruderi della Torre Pretoria di Cesenatico,,['Thucydides'],"[{'type': 'OTHER', 'identifier': 'BCUL:1094382788'}]"
560,Ballerin B.,"Rocca, torre e fortilizo del Cesenatico",,['Marco Milanese'],"[{'type': 'ISBN_13', 'identifier': '9788878144866'}, {'type': 'ISBN_10', 'identifier': '887814486X'}]"
561,Bambi A. R.,"Alle origini della comunità: ""? l'atto di possesso del 29 gennaio 1207""",8883420411,['Castel Guelfo di Bologna (Italy)'],"[{'type': 'ISBN_10', 'identifier': '8883420411'}, {'type': 'ISBN_13', 'identifier': '9788883420412'}]"
562,Bandini-Buti A.,"Passeggiata sul basso Savio: Cervia, Pisignano, Cannuzzo, Matellica, Castiglione di Ravenna, Savio,?",,,
563,Barbiani W.,La dominazione veneta a Ravenna,,"['Dante Bolognesi', 'Biblioteca comunale classense (Ravenna, Italy)']","[{'type': 'OTHER', 'identifier': 'UOM:39015050668881'}]"
564,"Bartolomeo ser, di ser Gorello",Cronica dei fatti d'Arezzo,,['Bartolomeo di Gorello'],"[{'type': 'OTHER', 'identifier': 'NWU:35556009850108'}]"
565,Benati A.,"Bologna, Modena e il falso placito di Rachis",,['Amedeo Benati'],"[{'type': 'OTHER', 'identifier': 'OCLC:879046185'}]"
566,Benati A.,Distrettuazioni civili ed ecclesiastiche dell'alta valle del Panaro dal VI al X secolo,,,"[{'type': 'OTHER', 'identifier': 'WISC:89101108652'}]"
567,Benati A.,I confini altomedievali fra Bologna e Imola: appunti di storia e di topografia,,['Amedeo Benati'],"[{'type': 'OTHER', 'identifier': 'OCLC:879047807'}]"
568,Benati A.,I confini occidentale ed orientale della diocesi bolognese nell'alto medioevo,,['Amedeo Benati'],"[{'type': 'OTHER', 'identifier': 'OCLC:879047806'}]"
569,Benati A.,I Longobardi nell'alto Appennino sud-occidentale,,['Amedeo Benati'],"[{'type': 'OTHER', 'identifier': 'OCLC:1277457376'}]"
570,Benati A.,Il castello di Brento e lo scisma dei Tre Capitoli,,"['Deputazione di storia patria per le provincie di Romagna, Bologna']","[{'type': 'OTHER', 'identifier': 'UVA:X004877363'}]"
571,Benati A.,Il sistema difensivo bolognese lungo il confine medievale con il Ferrarese,,,"[{'type': 'ISBN_13', 'identifier': '9788878144118'}, {'type': 'ISBN_10', 'identifier': '8878144118'}]"
572,Benati D.,La decorazione pittorica estense nel castello delle rocche,,"['Mauro Calzolari', 'Massimiliano Righini', 'Gian Luca Tusini']","[{'type': 'OTHER', 'identifier': 'STANFORD:36105115333226'}]"
573,Benati A.,Toponimi barbarici nella montagna bolognese,,,"[{'type': 'OTHER', 'identifier': 'NWU:35556034696542'}]"
574,Benati A.,"Rocca Corneta: la nascita del Comune, la sua ""scomunica"", i secolari conflitti per i confini",,['Amedeo Benati'],"[{'type': 'OTHER', 'identifier': 'OCLC:164603524'}]"
575,Benati A.,Possessi e diritti feudali del vescovo di Bologna nella montagna,,,"[{'type': 'OTHER', 'identifier': 'UOM:39015041018774'}]"
576,Benati A.,Primi insediamenti e strutture politico-amministrative,,['Mario Guido Cusmano'],"[{'type': 'ISBN_10', 'identifier': '8846428099'}, {'type': 'ISBN_13', 'identifier': '9788846428097'}]"
577,Bermond Montanari G.,Ricerche aerofotografiche nella zona di Classe,,['Laurent Chrzanovski'],"[{'type': 'ISBN_13', 'identifier': '9782970043508'}, {'type': 'ISBN_10', 'identifier': '2970043505'}]"
578,Bermond Montanari G.,"Studi storici, topografici ed archeologici sul ""Portus Augusti"" di Ravenna e sul territorio classicano",,,"[{'type': 'OTHER', 'identifier': 'OCLC:876422892'}]"
579,Biondo F.,Historiarum ab inclinatione Romanorum decades: le Decadi: libri 32,,['Biondo Flavio'],"[{'type': 'OTHER', 'identifier': 'UCLA:31158004597786'}]"
580,Bonacini P.,Le fonti medievali per la storia del territorio formiginese,,"['Elena Grandi', 'Mauro Librenti']","[{'type': 'ISBN_13', 'identifier': '9788878145467'}, {'type': 'ISBN_10', 'identifier': '8878145467'}]"
581,Bonacini P.,"Modena e i ""Figli di Manfredo"" tra governo cittadino e signoria rurale",,"['Bruno Andreolli', 'Mauro Calzolari']","[{'type': 'OTHER', 'identifier': 'UOM:39015069304189'}]"
582,Bonoli G.,Della storia di Cottignola,,['Girolamo Bonoli'],"[{'type': 'OTHER', 'identifier': 'STANFORD:36105035408553'}]"
583,Botti F.,Il castello di Corniana,,"['Federica Cengarle', 'Giorgio Chittolini', 'Gian Maria Varanini']","[{'type': 'ISBN_13', 'identifier': '9788884532558'}, {'type': 'ISBN_10', 'identifier': '8884532558'}]"
584,Botti F.,Talignano: note di storia civile e religiosa,,['Ferruccio Botti'],"[{'type': 'OTHER', 'identifier': 'LCCN:74324227'}]"
585,Bovini G.,Le origini di Ravenna e lo sviluppo della città in età romana,,['Giuseppe Bovini'],"[{'type': 'OTHER', 'identifier': 'OCLC:180017204'}]"
586,Bruni L.,Historiarum Florentini populi libri XII,,['Leonardo Bruni'],"[{'type': 'OTHER', 'identifier': 'OCLC:63660998'}]"
587,Buoninsegni M. P.,Historia fiorentina,,['Gian Francesco Poggio Bracciolini'],"[{'type': 'OTHER', 'identifier': 'BSB:BSB00048963'}]"
588,Artocchini C.,Il castello di Bardi,,,"[{'type': 'OTHER', 'identifier': 'OCLC:1052588077'}]"
589,Poggiali C.,Memorie storiche di Piacenza compilate dal preposto Cristoforo Poggiali bibliotecerio di S.A.R.. II,,['Cristoforo Poggiali'],"[{'type': 'OTHER', 'identifier': 'BML:37001102073439'}]"
590,Calzolari M.,Il castello della Comunaglia (sec. XIII-XIV): contributo all'identificazione,,,
591,Poggiali C.,Memorie storiche di Piacenza compilate dal preposto Cristoforo Poggiali bibliotecario di S.A.R.. III,,['Cristoforo Poggiali'],"[{'type': 'OTHER', 'identifier': 'BML:37001102073447'}]"
592,,Chronicon Placentinum ab anno MCLIV ad annum MCCLXXXIV,,,"[{'type': 'OTHER', 'identifier': 'RMS:RMSSSPAL000007954$$$U'}]"
593,,Cronica volgare di anonimo fiorentino: dall'anno 1385 al 1409. Già attribuita a Piero di Giovanni Minerbetti,,,"[{'type': 'OTHER', 'identifier': 'OCLC:703078076'}]"
594,"Ripalta A., Ripalta A.",Annales placentini ab anno MCCCCI usque ad MCCCCLXIII,,,"[{'type': 'OTHER', 'identifier': 'PRNC:32101076872488'}]"
595,"Ripalta A., Ripalta A.",Annales placentini ab anno MCCCCI usque ad MCCCCLXIII,,,"[{'type': 'OTHER', 'identifier': 'PRNC:32101076872488'}]"
596,Massa E.,"Parma, città e provincia",,,"[{'type': 'ISBN_10', 'identifier': '8860780594'}, {'type': 'ISBN_13', 'identifier': '9788860780591'}]"
597,Massa E.,La rocca di Fontanellato,,,"[{'type': 'OTHER', 'identifier': 'OCLC:955740581'}]"
598,Massa E.,San Andrea dei Bagni. La Svizzera parmense,,['Felice (da Mareto)'],"[{'type': 'OTHER', 'identifier': 'UVA:X002599648'}]"
599,Taroni B.,La storia del toponimo di Marcamò e della località di Mandirole,,,
600,Tedeschi A.,"Profilo storico della Valle della Rossenna dal Medioevo al 1400: la famiglia ""da Gomola""",,,"[{'type': 'OTHER', 'identifier': 'STANFORD:36105038481102'}]"
601,Tiraboschi G.,Dizionario topografico storico degli Stati estensi. I,,['Girolamo Tiraboschi'],"[{'type': 'OTHER', 'identifier': 'ONB:+Z156357906'}]"
